Unique ID,inventory_year,company_proponent,project_name,province,sector,company_type,group,cleantech,opening inventory flag,freshman flag,graduate flag,dropout flag,construction flag,planned flag,size_bin
1020,2018,AltaLink,Sunnybrook and Livock Interconnection with Fort McMurray West 500 kV Transmission Facilities,AB,Energy,Private,Trans & Distr,No,1,0,0,0,0,1,<$100M
1021,2018,AltaLink,Thickwood Hills 240 kV Transmission Development and Reactive Power Reinforcement,AB,Energy,Private,Trans & Distr,No,1,0,0,0,0,1,$100M - $499M
1022,2018,De Beers Canada,Victor Extension,ON,Mining,Private,Other,No,1,0,0,0,0,1,Unknown
1023,2018,Nukik Corp.,Kivalliq Hydro Fibre Link,Multi,Energy,Public,Clean Electricity,Yes,1,0,0,0,0,1,$500M - $999M
1024,2018,NextBridge,East-West Tie Transmission Project,ON,Energy,Private,Trans & Distr,No,1,0,0,0,0,1,$500M - $999M
1025,2018,Hydro-Quebec,Poste de Baie-Saint-Paul ao 315-25kV,QC,Energy,Public,Trans & Distr,No,1,0,1,0,0,0,Unknown
1026,2018,Hydro-Quebec,Rehabilitation de la centrale Robert-Bourassa,QC,Energy,Public,Clean Electricity,Yes,1,0,0,0,0,0,Unknown
1028,2018,Alamos Gold Inc.,Island Gold Expansion,ON,Mining,Private,Precious Metal,No,1,0,0,0,1,0,<$100M
1029,2018,Dominion Diamonds Corp.,Sable,NT,Mining,Private,Other,No,1,0,0,0,1,0,$100M - $499M
1030,2018,Rockhaven Resources Ltd.,Klaza,YK,Mining,Private,Other,No,1,0,0,0,1,1,$100M - $499M
1031,2018,NOVA Gas Transmission Ltd.,Towerbirch Expansion Project,Multi,Energy,Private,Other,Yes,1,0,0,0,0,0,$100M - $499M
1032,2018,TransCanada,Upland Pipeline Project,Multi,Energy,Private,Trans & Distr,No,1,0,0,1,0,0,$500M - $999M
1035,2018,NOVA Gas Transmission Ltd.,2017 NGTL System Expansion Project,AB,Energy,Private,Other,Yes,1,0,0,1,0,0,"$1,000M - $4,999M"
1036,2018,Enbridge Pipelines Inc.,Line 3 Replacement Project,Multi,Energy,Private,Trans & Distr,No,1,0,0,1,0,0,"$1,000M - $4,999M"
1039,2018,Daishowa Marubeni Intl Ltd.,Steeper Energy - HydrofactionTM Oil from wood,AB,Forest,Private,Other,Yes,1,0,0,0,1,0,<$100M
1040,2018,Biomont aonergie Inc,Centrale de cogao nao ration Biomont,QC,Energy,Private,Waste Biomass,Yes,1,0,0,0,1,0,Unknown
1041,2018,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique des chutes du six milles,QC,Energy,Public,Clean Electricity,Yes,1,0,0,1,0,1,<$100M
1042,2018,BMC Minerals Ltd.,Kudz Ze Kayah,YK,Mining,Private,Other,No,0,1,0,0,0,1,$100M - $499M
1045,2018,Northern Energy Solutions (NES),NES Wood Pellet Plant,NB,Forest,Private,Other,Yes,1,0,0,0,0,1,<$100M
1048,2018,9139-3991 Quao bec Inc (Les Industries JPB),Centrale de cogao nao ration Valleyfied,QC,Energy,Private,Other,Yes,1,0,0,0,0,0,Unknown
1049,2018,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique de la chute du quatre milles,QC,Energy,Public,Clean Electricity,Yes,1,0,0,0,1,1,<$100M
1050,2018,"Manouane Sipi, Societe en commandite",Centrale hydroelectrique Manouane Sipi (Dam B),QC,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,<$100M
1051,2018,Fluorspar Holdings PTE Ltd.,St. Lawrence Fluorspar Mine,NL,Mining,Private,Precious Metal,No,1,0,0,0,0,0,Unknown
1052,2018,Howse Minerals Limited,Howse Property Direct Shipping Ore Mine,NL,Mining,Private,Precious Metal,No,1,0,0,1,0,1,$100M - $499M
1053,2018,NB Power,Demand Side Management (Accelerated Energy Efficiency Programs - annually over 10 years),NB,Energy,Public,Other,Yes,1,0,0,0,0,0,<$100M
1056,2018,FPInnovations et Bioao nergie La Tuque,Vision La Tuque 2023,QC,Forest,Private,Other,Yes,1,0,0,1,0,1,$500M - $999M
1057,2018,Pacific Future Energy,Pacific Future Energy Oil Refinery,BC,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,"$5,000M+"
1058,2018,Protocol Biomass,Pellet Plant,ON,Forest,Private,Other,Yes,1,0,0,0,0,1,<$100M
1060,2018,Pinnacle Pellets,Pellet Plant,AB,Forest,Private,Other,Yes,1,0,1,0,0,0,<$100M
1061,2018,Tembec (General Partnership),Specialty Cellulose Upgrade (digesters change),QC,Forest,Private,Pulp & Paper,No,1,0,0,0,0,1,$100M - $499M
1062,2018,Municipalitao de Shannon,Centrale hydroao lectrique de Saint-Gabriel,QC,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,0,<$100M
1063,2018,NTPC,Taltson Hydroelectricity Expansion Project (Phase 1),NT,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,1,"$1,000M - $4,999M"
1066,2018,Enbridge Inc.,Line 10 Westover Segment Replacement,ON,Energy,Private,Trans & Distr,No,1,0,0,0,0,0,$100M - $499M
1067,2018,Sayona Quebec inc.,Authier,QC,Mining,Private,Other,No,1,0,0,1,0,1,<$100M
1072,2018,BlackPearl Resources Inc.,Onion Lake Ohase 2,SK,Energy,Private,Other,Yes,1,0,0,0,0,0,$100M - $499M
1073,2018,Husky Energy Inc.,Rush Lake,SK,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,Unknown
1074,2018,Athabasca Oil Sands Corporation,Kai Kos Dehseh,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,1,1,Unknown
1076,2018,OSum Oil Sands Corp.,Orion,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
1077,2018,Cenovus Energy Inc.,Christina Lake,AB,Energy,Private,Other,Yes,1,0,0,0,0,1,$500M - $999M
1078,2018,ConocoPhillips Canada Limited,Surmont 2,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,"$1,000M - $4,999M"
1079,2018,Japan Canada Oil Sands Limited (JACOS),Hangingstone,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,"$1,000M - $4,999M"
1080,2018,Suncor Energy Inc.,Meadow Creek,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
1081,2018,Sunshine Oilsands Ltd.,Thickwood,AB,Energy,Private,Waste Biomass,Yes,1,0,0,0,0,1,Unknown
1082,2018,Cenovus Energy Inc.,Narrows Lake,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,"$1,000M - $4,999M"
1083,2018,Value Creation Inc.,Heartland Upgrader,AB,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,Unknown
1084,2018,Penn West,Seal,AB,Energy,Private,Other,Yes,1,0,0,0,0,1,Unknown
1085,2018,Andora Energy Corporation,Sawn Lake,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
1086,2018,ConocoPhillips Canada Limited,Surmont,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
1087,2018,Husky Energy Inc.,Dee Valley,SK,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,$100M - $499M
1088,2018,Husky Energy Inc.,Spruce Lake Central,SK,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,$100M - $499M
1089,2018,Husky Energy Inc.,Spruce Lake North,SK,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,$100M - $499M
1090,2018,Value Creation Inc.,Heartland Upgrader,AB,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,Unknown
1091,2018,PTTEP Canada Limited,Mariana,AB,Energy,Private,Other,Yes,1,0,0,0,0,1,Unknown
1092,2018,Imperial Oil Ltd.,Cold Lake SAGD,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
1093,2018,Athabasca Oil Sands Corporation,Hangingstone,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
1094,2018,Imperial Oil Limited,Syncrude Mildred Lake Extension,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
1095,2018,MEG Energy Corp.,May River,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,"$5,000M+"
1096,2018,BP Plc,Terre De Grace,AB,Energy,Private,Other,Yes,1,0,0,0,0,1,Unknown
1097,2018,Canadian Natural Resources Limited,CCS Follow UP,AB,Energy,Private,"DER, Storage, EV",Yes,1,0,0,0,0,1,Unknown
1098,2018,Lacrina Energy,Saleski JV (Laricina/Osum),AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
1099,2018,Nexxen,Long Lake,AB,Energy,Private,Other,Yes,1,0,0,0,0,1,Unknown
2000,2018,E-T Energy Ltd.,Popular Creek,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
2001,2018,Sunshine Oilsands Ltd.,Thickwood (Sunshine),AB,Energy,Private,Waste Biomass,Yes,1,0,0,0,0,1,Unknown
2002,2018,Sunshine Oilsands Ltd.,Harper,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
2003,2018,Devon Oil Canada,Pike (Formely Kirby),AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
2004,2018,Husky Energy Inc.,Mcmullin,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
2005,2018,Cenovus Energy Inc.,Ravin Ridge and Wallace Creek,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
2006,2018,Strata Oil & Gas Inc.,Cadotte,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
2007,2018,Lacrina Energy,Burnt Lakes,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
2008,2018,Lacrina Energy,"Conn Creek, Germain and Popular Creek",AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
2009,2018,Athabasca Oil Sands Corporation,Dover West Carbonites and Clastics,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
2013,2018,Bremner Trio Hydro Corp,Trio Creek Hydro Project,BC,Energy,Public,Clean Electricity,Yes,1,0,0,0,0,0,<$100M
2014,2018,Goldcorp Inc.,Borden,ON,Mining,Private,Precious Metal,No,1,0,0,0,1,1,Unknown
2015,2018,Tahoe Resources Inc.,Bell Creek Mill Expansion,ON,Mining,Private,Other,No,1,0,0,0,0,0,<$100M
2016,2018,Goldcorp Inc.,Musselwhite Materials Handling Project,ON,Mining,Private,Precious Metal,No,1,0,0,0,1,0,$100M - $499M
2017,2018,Swift River LP,North Bala Small Hydro Project,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,<$100M
2018,2018,Peeshoo Energy Limited Partnership,Peeshoo Project,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,1,<$100M
2019,2018,Horizon Hydro LP,Trout Lake River Hydroelectric Project,ON,Energy,Public,Clean Electricity,Yes,1,0,0,0,0,1,<$100M
2020,2018,PEI Energy Corporation,PEIEC Wind Farm #5,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,<$100M
2021,2018,Wendigo Power Partnership Inc.,Wendigo Waterpower Project,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,0,#N/A
2022,2018,Neeskah Energy Limited Partnership,Neeskah Project,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,1,#N/A
2023,2018,Wapoose Energy Limited Partnership,Wapoose Project,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,#N/A
2024,2018,Peterborough Utilities Inc.,London Street GS (Expansion),ON,Energy,Private,Other,Yes,1,0,0,0,0,0,#N/A
2025,2018,Synex Energy Resources Ltd.,Victoria Lake Hydro Project,BC,Energy,Private,Other,Yes,1,0,0,1,0,0,#N/A
2026,2018,H2O Power Limited Partnership,Fort Frances (Expansion),ON,Energy,Private,Other,Yes,1,0,0,1,0,0,#N/A
2027,2018,St. Catharines Hydro Generation Inc.,Shickluna Hydro Electric Generating Station,ON,Energy,Public,Clean Electricity,Yes,1,0,0,1,0,0,#N/A
2028,2018,Peterborough Utilities Hydro 24 LP,Peterborough Utilities Dam Hydro,ON,Energy,Public,Clean Electricity,Yes,1,0,0,1,0,0,<$100M
2029,2018,Trenton Lock 1 Hydro LP,Trenton Lock 1 Hydro Project,ON,Energy,Public,Clean Electricity,Yes,1,0,0,1,0,0,<$100M
2030,2018,Bawitik Power Corporation,Lock 25 Generating Station,ON,Energy,Private,Other,Yes,1,0,0,1,0,0,<$100M
2031,2018,Chaudiere Hydro LP,Chaudiere Hydro GS2 Facility,ON,Energy,Public,Clean Electricity,Yes,1,0,0,1,0,0,<$100M
2032,2018,Yellow Falls Power Limited Partnership,Yellow Falls Hydro GS,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,<$100M
2033,2018,OPG/Lower Mattagami Energy Limited Partnership,Little Long GS (Runner Upgrade) - Lower Mattagami,ON,Energy,Private,Other,Yes,1,0,0,0,1,0,<$100M
2034,2018,OPG/Lower Mattagami Energy Limited Partnership,Harmon GS (Runner Upgrade),ON,Energy,Private,Other,Yes,1,0,0,0,1,0,<$100M
2035,2018,Namewaminikan Hydro Inc.,Namewaminikan Waterpower Project,ON,Energy,Public,Clean Electricity,Yes,1,0,0,0,1,0,<$100M
2036,2018,Loyalist Solar LP,Loyalist Solar Project,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,$100M - $499M
2037,2018,Windsor Solar LP,Windsor Solar,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,$100M - $499M
2038,2018,Southgate Solar LP,Southgate Solar,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,$100M - $499M
2039,2018,Nanticoke Solar LP,Nanticoke Solar,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,$100M - $499M
2040,2018,Pendleton Energy Centre Limited Partnership,Pendleton Solar Energy Centre,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,<$100M
2041,2018,Sky Solar Ryerson LRP limited partnership,Sky One,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,<$100M
2042,2018,Barlow Energy Centre Limited Partnership,Barlow Energy Centre,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,<$100M
2043,2018,LSRA Solar Energy Partnership,Lake Simcoe Regional Airport Solar Project,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,<$100M
2044,2018,Settlers landing Wind Development Joint Venture,Settlers Landing Wind Park,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,<$100M
2045,2018,Henvey Inlet Wind LP,Nigig Power Corporation,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,$500M - $999M
2046,2018,Belle River Wind LP,Belle River Wind,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,$100M - $499M
2047,2018,North Kent Wind 1 LP,North Kent Wind 1,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,$100M - $499M
2048,2018,Nation Rise Wind Farm Limited Partnership,Nation Rise Wind,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,1,$100M - $499M
2049,2018,wpd White Pines Wind Incorporated,White Pines Wind Farm,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,0,$100M - $499M
2050,2018,Windlectric Inc.,Amherst Island Wind Project,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,$100M - $499M
2051,2018,Romney Energy Centre Limited Partnership,Romney Wind Energy Centre,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,$100M - $499M
2052,2018,Otter Creek Wind Farm Limited Partnership,Otter Creek Wind Farm,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,$100M - $499M
2053,2018,Strong Breeze Wind Power Partnership,Strong Breeze Wind Project,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,$100M - $499M
2054,2018,Parc eolien Gauthier LP,Parc eolien Gauthier,ON,Energy,Private,Other,Yes,1,0,0,1,0,0,<$100M
2055,2018,wpd Fairview Wind Incorporated,Fairview Wind Farm,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,<$100M
2056,2018,Port Ryerse Wind Farm Limited Partnership,UDI Port Ryerse Wind Farm,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,<$100M
2057,2018,Windstream Wolfe Island Shoals Inc.,Wolfe Island Shoals Wind Farm,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,$500M - $999M
2058,2018,wpd Sumac Ridge Wind Incorporated,Sumac Ridge Wind Farm,ON,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,<$100M
2059,2018,Aeolis / Boralex,Hackney Hills Wind Park (Aeolis / Boralex),BC,Energy,Private,Other,Yes,1,0,0,1,0,0,<$100M
2060,2018,Pacific Future Energy,Pacific Future Energy Refinery Project,BC,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,<$100M
2061,2018,Manitoba Hydro,Manitoba-Saskatchewan Transmission Projecct,MB,Energy,Public,Trans & Distr,No,1,0,0,0,1,1,<$100M
2062,2018,Manitoba Hydro,Pine Falls Units 1-4 Major Overhauls,MB,Energy,Public,Clean Electricity,Yes,1,0,0,0,0,0,<$100M
2063,2018,Manitoba Hydro,Lake Winnipeg East System Improvements,MB,Energy,Public,Clean Electricity,Yes,1,0,1,0,1,0,<$100M
2064,2018,Manitoba Hydro,Letellier - St. Vital 230kV Transmission,MB,Energy,Public,Trans & Distr,No,1,0,0,0,0,1,<$100M
2065,2018,Manitoba Hydro,Transmission Line Upgrades for Improved Clearance,MB,Energy,Public,Trans & Distr,No,1,0,0,0,0,0,<$100M
2066,2018,Manitoba Hydro,Steinbach Area 230-66kV Capacity Enhancements,MB,Energy,Public,Other,Yes,1,0,0,0,1,0,<$100M
2067,2018,Manitoba Hydro,St. Vital Station 115/24kV Station,MB,Energy,Public,Clean Electricity,Yes,1,0,1,0,1,0,<$100M
2068,2018,Manitoba Hydro,Dawson Road Station - 66/24kV,MB,Energy,Public,Clean Electricity,Yes,1,0,0,0,0,0,<$100M
2069,2018,Manitoba Hydro,New Adelaide Station - 66/12kV,MB,Energy,Public,Clean Electricity,Yes,1,0,1,0,1,0,<$100M
2070,2018,BMC Minerals Ltd.,Kudz Ze Kayah,YK,Mining,Private,Other,No,1,0,0,0,0,0,Unknown
2074,2018,Agnico-Eagle Mines Limited,Amaruq,NU,Mining,Private,Other,No,1,0,0,1,0,1,$100M - $499M
2075,2018,FireFly Metals Ltd. (previously owned by Rambler Mining and Metals),Green Bay Copper-Gold Project (formerly Ming Mine),NL,Mining,Private,Other,No,1,0,0,0,0,0,<$100M
2076,2018,Nalcor Energy,Labrador Transmission Assets,NL,Energy,Private,Trans & Distr,No,1,0,0,0,1,0,$500M - $999M
2077,2018,Newfoundland and Labrador Hydro,TL 266: 230 kV transmission line,NL,Energy,Public,Trans & Distr,No,1,0,1,0,1,0,<$100M
2078,2018,Algonquin Power & Utilities Corp.,Wind Project,SK,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,$100M - $499M
2079,2018,Rocky Mountain Power,Qu'Appelle Hydroelectric Project,SK,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,0,Unknown
2080,2018,SaskPower,Proposed Solar Power Project,SK,Energy,Public,Clean Electricity,Yes,1,0,0,1,0,1,Unknown
2081,2018,SaskPower,Chinook Natural Gas Power Station,SK,Energy,Public,NG Power Gen,No,1,0,0,0,0,0,$500M - $999M
2082,2018,SaskPower,Proposed Natural Gas Power Station,SK,Energy,Public,NG Power Gen,No,1,0,0,0,1,1,$500M - $999M
2083,2018,Ressources Falco ltee,Horne 5,QC,Mining,Private,Other,No,1,0,0,0,0,1,$500M - $999M
2084,2018,Agnico Eagle Mines,Goldex (extension : Deep 1),QC,Mining,Private,Precious Metal,No,1,0,1,0,0,0,$100M - $499M
2085,2018,Agnico Eagle Mines,LaRonde (extension LaRonde Zone 5),QC,Mining,Private,Other,No,1,0,0,0,0,0,<$100M
2087,2018,Canadian Malartic GP,Canadian Malartic,QC,Mining,Private,Other,No,1,0,0,1,0,0,$100M - $499M
2088,2018,Hecla Quao bec inc.,Casa Berardi (Golden Pound),QC,Mining,Private,Precious Metal,No,1,0,1,0,1,0,$100M - $499M
2092,2018,Miniere Osisko Inc.,Lac Windfall,QC,Mining,Private,Other,No,1,0,0,0,0,1,$100M - $499M
2093,2018,Nouveau Monde Graphite inc.,Matawinie,QC,Mining,Private,Other,No,1,0,0,0,0,1,$100M - $499M
2094,2018,Tata Steel Minerals Canada,DSO-Volet Quao bao cois,QC,Mining,Private,Other,No,1,0,0,0,0,0,Unknown
2095,2018,Quebec iron Ore Inc.,Lac Bloom,QC,Mining,Private,Other,No,1,0,0,1,0,0,Unknown
2096,2018,Glencore,McLeod-Deep,QC,Mining,Private,Other,No,1,0,0,0,1,1,Unknown
2098,2018,Exploration Typhon / Hao cla Quao bec inc.,Fayolle,QC,Mining,Private,Other,No,1,0,0,0,0,1,Unknown
2099,2018,Forex,Restart of LVL mill and addition of an OSB mill,QC,Forest,Private,EWP,Yes,1,0,1,0,0,0,<$100M
2101,2018,Kruger,Convert newsprint machine to board machine for boxboard,QC,Forest,Private,Pulp & Paper,No,1,0,1,0,0,0,$100M - $499M
2102,2018,Fortress,Addition of 5th digester unit for dissolving pulp,QC,Forest,Private,Pulp & Paper,No,1,0,1,0,0,0,<$100M
2103,2018,Neste / BELT,Biorefinery,QC,Forest,Private,Other,Yes,1,0,0,0,0,1,$500M - $999M
2104,2018,Domtar,Co generation addition 18 MW,QC,Forest,Private,Other,Yes,1,0,1,0,0,0,<$100M
2106,2018,AE Cote Nord,Biorefinery,QC,Forest,Private,Other,Yes,1,0,0,0,0,0,$100M - $499M
2107,2018,Kruger,Install new tissue paper machine,QC,Forest,Private,Pulp & Paper,No,1,0,1,0,1,0,<$100M
2108,2018,White Birch Paper,Fiber extraction for bioplastics,QC,Forest,Private,Other,Yes,1,0,0,0,0,0,<$100M
2109,2018,Kruger,Paper machine #10 conversion on paperboard,QC,Forest,Private,Pulp & Paper,No,1,0,1,0,1,0,$100M - $499M
2110,2018,"Nation Innue, RES et Boralex",Apuiat,QC,Energy,Private,Other,Yes,1,0,0,0,0,1,$500M - $999M
2111,2018,Finaxo Canada inc.,Cogao nao ration Bedford,QC,Energy,Private,Other,Yes,1,0,0,0,0,1,Unknown
2112,2018,Domtar inc.,Usine de Windsor - TG2,QC,Energy,Private,"DER, Storage, EV",Yes,1,0,1,0,0,0,<$100M
2113,2018,"aonergie LSQ, S.E.C.",aonergie LSQ,QC,Energy,Private,Other,Yes,1,0,0,0,0,1,Unknown
2114,2018,Chantiers Chibougamau inc.,Centrale de cogeneration Assinica,QC,Energy,Private,Other,Yes,1,0,0,0,0,1,Unknown
2115,2018,Cogeneration Val-d'Or,Cogeneration Val-d'Or,QC,Energy,Private,Other,Yes,1,0,0,0,0,1,<$100M
2116,2018,Cenovus Energy,Christina Lake,AB,Energy,Private,Other,Yes,1,0,0,0,0,0,"$1,000M - $4,999M"
2117,2018,Canadian Natural Resources Ltd. (CNRL),Horizon,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,1,0,"$1,000M - $4,999M"
2118,2018,Pembina Pipeline Corp. and Petrochemical Industries Company,Propylene and Polypropylene Facility,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,1,1,"$1,000M - $4,999M"
2119,2018,Inter Pipeline,Propane Dehydrogenation (PDH) Facility,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,0,"$1,000M - $4,999M"
2120,2018,Wahpeestan Energy Limited Partnership,Wahpeestan Project,ON,Energy,Private,Clean Electricity,Yes,0,1,0,0,1,1,<$100M
2121,2018,Ainsworth Energy Co. Ltd.,Anahim Lake Bioenergy Project,BC,Energy,Private,Waste Biomass,Yes,0,1,0,0,0,1,<$100M
2122,2018,Yun Ka Whu'ten Holdings,Biomass Project - Anahim Lake,BC,Energy,Private,Waste Biomass,Yes,0,1,0,0,0,1,<$100M
2123,2018,Ainsworth Energy Co. Ltd.,Tumbler Ridge Bioenergy Project,BC,Energy,Private,Waste Biomass,Yes,0,1,0,0,0,1,<$100M
2124,2018,Nations Energy Corp.,Biomass Project - Kamloops,BC,Energy,Private,Waste Biomass,Yes,0,1,0,0,0,1,<$100M
2126,2018,CNRL / NRC / Pond Biofuels,Algae Carbon Conversion Pilot Project,AB,Energy,Private,CCUS,Yes,0,1,0,0,0,1,<$100M
3001,2018,Pinnacle Pellets (70% ownership) and West Fraser (30% ownership),Pellet Plant,BC,Forest,Private,Other,Yes,0,1,0,0,0,0,<$100M
3002,2018,La Granaduiere,Pellet Plant,QC,Forest,Private,Other,Yes,0,1,0,0,1,1,<$100M
3004,2018,FPInnovations and Resolute Forest Products,TMP-Bio,ON,Forest,Private,Other,Yes,0,1,0,0,0,1,<$100M
3005,2018,Kruger,Operations diversification,QC,Forest,Private,Other,Yes,0,1,0,0,0,1,<$100M
3006,2018,Kruger,Operations diversification,QC,Forest,Private,Other,Yes,0,1,0,0,0,1,<$100M
3007,2018,Kruger,Operations diversification,QC,Forest,Private,Other,Yes,0,1,0,0,0,1,<$100M
3008,2018,Fortress Global Enterprises,Bioproduct mill,QC,Forest,Private,Pulp & Paper,No,0,1,0,0,0,1,$100M - $499M
3100,2018,CST Group Ltd,Grande Cache,AB,Mining,Private,Other,No,0,1,0,0,0,0,<$100M
3101,2018,Frontier Lithium Inc.,Pakeagama Lake,ON,Mining,Private,Critical Mineral,Yes,0,1,0,0,1,1,$100M - $499M
3102,2018,Tacora Resources Inc,Scully,NL,Mining,Private,Other,No,0,1,0,0,0,1,$100M - $499M
3103,2018,Goldcorp Inc.,Porcupine (Century),ON,Mining,Private,Precious Metal,No,0,1,0,0,0,1,"$1,000M - $4,999M"
3104,2018,Gensource Potash Corp,Vanguard,SK,Mining,Private,Other,No,0,1,0,0,0,1,$100M - $499M
3105,2018,Ram River Coal,Aries,AB,Mining,Private,Coal,No,0,1,0,0,0,1,"$1,000M - $4,999M"
3106,2018,Glencore plc,Onaping Depth,ON,Mining,Private,Other,No,0,1,0,0,0,1,$500M - $999M
3200,2018,Innergex Renewable Energy Inc.,Big Creek Hydroelectric,BC,Energy,Private,Clean Electricity,Yes,0,1,0,0,0,1,Unknown
3201,2018,Bridge Power Hydro Developments Ltd.,Bitter Creek,BC,Energy,Public,Clean Electricity,Yes,0,1,0,0,0,1,Unknown
3202,2018,BC Hydro,BC Hydro Upgrade Alberni/Long Beach Transmission Line,BC,Energy,Public,Clean Electricity,Yes,0,1,0,0,0,1,Unknown
3204,2018,Canadian Nuclear Laboratories,Port Hope Long-Term Waste Management Facility for Low-Level Radioactive Waste,ON,Energy,Private,Waste Biomass,Yes,0,1,0,0,0,0,Unknown
3205,2018,NB Power,Fundy Isles Transmission Power Line Project,NB,Energy,Public,Trans & Distr,No,0,1,0,0,1,1,<$100M
3206,2018,Hydro-Quebec,New England Clean Energy Connect (NECEC) project,QC,Energy,Public,Clean Electricity,Yes,0,1,0,0,0,1,$500M - $999M
3208,2018,"Transmission Developers Inc. (TDI),",Transmission Line - Champlain Hudson Power Express,QC,Energy,Private,Trans & Distr,No,0,1,0,0,0,1,"$1,000M - $4,999M"
3209,2018,Sorgent.e Hydro Canada,Clemina Creek Hydro Project,BC,Energy,Public,Clean Electricity,Yes,0,1,0,0,0,0,<$100M
3211,2018,Dahl Creek Hydro Power Limited Partnership,Dahl Creek Hydroelectric Project,BC,Energy,Private,Clean Electricity,Yes,0,1,0,0,1,1,Unknown
