Unique ID,company,project,province,company_type,start_year,end_year,reporting_years,start_status,end_status,current_survival,end_success,project_cost,cost_percentile,latitude_1,longitude_1,sector,group,cleantech,abbreviation,greenfield_flag,FOAK_flag
4004,ITC Holdings Corp. (subsidiary of Fortis),ITC Lake Erie Connector LLC,ON,Private,2019,2022,4,In Review,In Review,0,0,1700,0.884,42.793572,-80.074518,Energy,Other,Yes,EN-OTH,1,0
4006,Mines Agnico Eagle ltee,Wasamac,QC,Private,2019,2024,6,Announced & Planning,In Review,1,0,533,0.698,48.21,-79.19,Mining,Precious Metal,No,MIN-PM,1,0
4007,NexGen Energy Ltd.,Rook I,SK,Private,2019,2024,6,Announced & Planning,Approved,1,0,1300,0.842,57.59,-108.99,Mining,Other,No,MIN-OTH,1,0
4008,Denison Mines Corp.,Wheeler River - Phoenix,SK,Private,2019,2024,6,Announced & Planning,In Review,1,0,945.659,0.8,57.53,-105.41,Mining,Other,No,MIN-OTH,1,0
4011,Canadian Metals,Langis,QC,Private,2019,2020,2,Announced & Planning,Announced & Planning,0,0,331.13,0.595,48.625,-67.33333,Mining,Other,No,MIN-OTH,1,0
4012,Lepidico Ltd.,L-Max Plant,ON,Private,2019,2019,1,Announced & Planning,Announced & Planning,0,0,53.83,0.239,46.47,-80.85,Mining,Other,No,MIN-OTH,1,0
4013,Rio Tinto,Vaudreuil alumina refinery,QC,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,250,0.534,48.42623,-71.182543,Mining,Critical Mineral,Yes,MIN-CM,1,0
4014,Alcoa/Rio Tinto,The Elysis joint venture,QC,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,664,0.736,48.43214,-71.17565,Mining,Critical Mineral,Yes,MIN-CM,1,0
4015,Signal Gold Inc. (formerly Anaconda Mining),Goldboro Gold,NS,Private,2019,2024,6,In Review,Approved,1,0,271,0.559,45.203,-61.6422,Mining,Precious Metal,No,MIN-PM,1,0
4016,Allkem Limited,James Bay Lithium,QC,Private,2019,2024,6,In Review,Approved,1,0,508.7,0.69,0,0,Mining,Critical Mineral,Yes,MIN-CM,1,0
4018,San Group (Coulson Manufacturing Ltd.),Lumber mill,BC,Private,2019,2019,1,Announced & Planning,Announced & Planning,0,0,70,0.275,49.2339,-124.8055,Forest,Lumber,No,FOR-LUM,1,0
4019,Kalesnikoff Lumber,Glulam beams and CLT,BC,Private,2019,2020,2,Announced & Planning,Announced & Planning,0,0,35,0.157,49.3237,-117.6593,Forest,EWP,Yes,FOR-EWP,1,0
4020,Kruger,New tissue manufacturing facility,QC,Private,2019,2020,2,Announced & Planning,Under Construction,0,1,575,0.706,45.4042,-71.8929,Forest,Pulp & Paper,No,FOR-P&P,1,0
4021,Tolko,Mill upgrade,BC,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,35,0.157,50.4477,-119.197,Forest,Pulp & Paper,No,FOR-P&P,0,0
4022,Skeena Sawmills,Mill upgrade,BC,Private,2019,2020,2,Announced & Planning,Announced & Planning,0,0,20,0.088,54.5182,-128.6032,Forest,Pulp & Paper,No,FOR-P&P,0,0
4024,Active Energy Group,New advanced pellet plant,NL,Private,2019,2023,5,Announced & Planning,Announced & Planning,0,0,19.7,0.087,50.616,-57.1511,Forest,Other,Yes,FOR-OTH,1,1
4025,Barette-Chapais,Pellet plant,QC,Private,2019,2019,1,Announced & Planning,Announced & Planning,0,0,97,0.341,49.7822,-74.8525,Forest,Other,Yes,FOR-OTH,1,0
4028,Bois d'oeuvre Cedrico,Sawmill upgrade,QC,Private,2019,2022,4,Announced & Planning,Announced & Planning,0,0,27,0.137,48.655231,-67.467515,Forest,Lumber,No,FOR-LUM,0,0
4029,Rayonier Advanced Materials,Sawmill upgrade,QC,Private,2019,2022,4,Announced & Planning,Under Construction,0,1,23,0.116,48.800096,-79.201022,Forest,Lumber,No,FOR-LUM,0,0
4030,Gitxsan Development Corp and Airex Energy,Torrefied pellet plant,BC,Private,2019,2024,6,Announced & Planning,Under Construction,1,1,50,0.214,55.2568,-127.672,Forest,Other,Yes,FOR-OTH,1,1
4031,Uniboard,Mill upgrade,QC,Private,2019,2020,2,Announced & Planning,Announced & Planning,0,0,38.5,0.175,48.0987,0,Forest,Pulp & Paper,No,FOR-P&P,0,0
4032,Kruger,Upgrade packaging plant,QC,Private,2019,2020,2,Announced & Planning,Announced & Planning,0,0,20,0.088,45.5017,-73.5673,Forest,Other,Yes,FOR-OTH,0,0
4033,Hibernia Management and Development Company,Hibernia West Project,NL,Private,2019,2020,2,In Review,In Review,0,0,2000,0.893,46.45026,-48.46976,Energy,Other,Yes,EN-OTH,1,0
4034,NGTL,NGTL 2021 Expansion,AB,Private,2019,2021,3,In Review,Under Construction,0,1,2400,0.908,52.362087,-114.910576,Energy,Other,Yes,EN-OTH,0,0
4035,NGTL,NGTL 2022 Expansion (North Corridor and Edson Mainline),AB,Private,2019,2022,4,In Review,Under Construction,0,1,1400,0.856,52.082813,-115.015467,Energy,Trans & Distr,No,EN-T&D,0,0
4036,VanadiumCorp Resource inc.,Lac Dor Vanadium,QC,Private,2019,2020,2,Announced & Planning,Announced & Planning,0,0,321,0.588,49.835624,-74.023701,Mining,Critical Mineral,Yes,MIN-CM,1,0
4037,Les Ressources Yorbeau inc.,Lac scott,QC,Private,2019,2022,4,Announced & Planning,Announced & Planning,0,0,390,0.631,49.843449,-74.661342,Mining,Other,No,MIN-OTH,1,0
4038,SOQUEM-Focus graphite,Kwyjibo,QC,Private,2019,2020,2,Announced & Planning,Announced & Planning,0,0,763,0.766,50.212809,-66.376109,Mining,Critical Mineral,Yes,MIN-CM,1,0
4039,Eastmain Resources,Eau Claire,QC,Private,2019,2023,5,Announced & Planning,Announced & Planning,0,0,175,0.471,48.224089,-78.997427,Mining,Other,No,MIN-OTH,1,0
4040,CRB Innovations,0,QC,Private,2019,2020,2,In Review,In Review,0,0,0,0,45.4724,-71.6208,Forest,Other,Yes,FOR-OTH,1,0
4041,Gazoduq inc.,Gazoduq,Multi,Private,2019,2022,4,Announced & Planning,In Review,0,0,5000,0.946,48.428256,-80.329828,Energy,Other,Yes,EN-OTH,1,0
4042,Enel Green Power North America,Riverview Wind Farm (115 MW),AB,Private,2019,2019,1,Announced & Planning,Announced & Planning,0,0,134,0.417,49.526976,-113.950593,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4043,Enel Green Power North America,Castle Rock Ridge Wind Power Plant Phase 2 (31 MW),AB,Private,2019,2019,1,Announced & Planning,Announced & Planning,0,0,0,0,0,0,Energy,Clean Electricity,Yes,EN-CLEL,0,0
4044,EDF Renewables Canada Inc.,Cypress Wind Power Project,AB,Private,2019,2022,4,Announced & Planning,Under Construction,0,1,250,0.534,0,0,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4045,Potentia Renewables Inc.,Stirling Wind Power Project,AB,Private,2019,2023,5,Announced & Planning,Under Construction,0,1,170,0.464,0,0,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4046,Capstone Infrastructure Corporation,Buffalo Atlee Wind Farm 1 -3,AB,Private,2019,2023,5,Announced & Planning,Under Construction,0,1,85,0.317,0,0,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4047,TransAlta Corporation,Windrise Wind (207 MW),AB,Private,2019,2021,3,Announced & Planning,Under Construction,0,1,275,0.563,49.526976,-113.950593,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4048,Potentia Renewables Inc.,Jenner Wind Power Project 1 and 2,AB,Private,2019,2023,5,Announced & Planning,Under Construction,0,1,157,0.454,0,0,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4049,Innogy/Solar Krafte Utilities Inc,Prairie Sunlight II and III (30 MW and 27 MW),AB,Private,2019,2019,1,Announced & Planning,Announced & Planning,0,0,80,0.304,50.074309,-112.108606,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4050,Canadian Solar,Three solar farms,AB,Private,2019,2023,5,Announced & Planning,Approved,0,0,100,0.342,50.280081,-111.68567,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4051,Canadian Solar,Suffield bi-facial solar Project,AB,Private,2019,2020,2,Announced & Planning,Under Construction,0,1,49,0.211,50.223224,-111.160782,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4052,Cascade Power,Cascade Natural Gas Project,AB,Private,2019,2023,5,Announced & Planning,Under Construction,0,1,1500,0.863,53.546576,-116.601057,Energy,NG Power Gen,No,EN-NGPG,1,0
4054,University of Alberta,South Campus District Energy System,AB,Private,2019,2020,2,Announced & Planning,Announced & Planning,0,0,29.5,0.144,53.523149,-113.524093,Energy,Clean Heat,Yes,EN-CLHT,1,0
4055,Kineticor Resource Corp,Three Creeks Power Plant,AB,Private,2019,2020,2,Announced & Planning,Announced & Planning,0,0,100,0.342,56.228128,-117.433396,Energy,NG Power Gen,Yes,EN-LCF,1,0
4056,Vanderwell Contractors,Vanderwell Sawmill bioenergy plant (3.6 MW),AB,Private,2019,2019,1,Announced & Planning,Announced & Planning,0,0,40,0.177,55.391952,-114.289016,Energy,Waste Biomass,Yes,EN-BIO,1,0
4057,EDF Renewables Canada,Vulcan Solar Project,AB,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,155,0.451,50.403783,-113.253133,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4059,Solar Krafte,Prairie Sunlight I,AB,Private,2019,2019,1,Announced & Planning,Announced & Planning,0,0,125,0.402,49.789854,-112.162682,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4061,Solar Krafte,Spring Coulle Solar Project,AB,Private,2019,2020,2,Approved,Under Construction,0,1,50,0.214,49.333282,-113.05492,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4062,Solar Krafte,Strathmore Solar Farm,AB,Private,2019,2021,3,Announced & Planning,Under Construction,0,1,60,0.253,51.037057,-113.402242,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4063,Suncor,Forty Mile Wind Power Project,AB,Private,2019,2022,4,Announced & Planning,Under Construction,0,1,600,0.714,0,0,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4064,NGTL,NGTL Westpath Delivery project,AB,Private,2019,2019,1,Approved,Approved,0,0,409,0.646,51.189019,-114.469601,Energy,Other,Yes,EN-OTH,1,0
4066,Westcoast,T South Expansion and Reliability Project,BC,Private,2019,2021,3,Announced & Planning,Approved,0,0,329,0.593,55.697009,-121.63026,Energy,Other,Yes,EN-OTH,0,0
4067,Global First Power,Micro Modular Reactor demonstration project at Chalk River Laboratories,ON,Private,2019,2022,4,Announced & Planning,In Review,0,0,0,0,46.0502,-77.361,Energy,Nuclear,Yes,EN-NUC,1,1
4072,PEI Energy Corporation,Borden Battery Park,PE,Public,2020,2024,5,Announced & Planning,In Review,1,0,35,0.157,46.253763,-63.692162,Energy,"DER, Storage, EV",Yes,EN-DER,1,0
4073,PEI Energy Corporation,Western PEI Transmission Upgrade,PE,Private,2019,2024,6,In Review,In Review,1,0,44,0.192,46.794249,-64.157612,Energy,Trans & Distr,No,EN-T&D,0,0
4077,Synex Energy Resources Ltd.,Victoria Lake Hydro Project,BC,Private,2019,2024,6,In Review,In Review,1,0,18,0.083,50.424697,-127.487264,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4080,Pacific Greengen Power Inc.,Fries Creek Hydroelectric Project,BC,Private,2019,2024,6,In Review,In Review,1,0,20,0.088,49.307766,-121.799622,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4091,Moose Lake Wind LP,Moose Lake Wind Project,BC,Private,2019,2019,1,Announced & Planning,Announced & Planning,0,0,45,0.194,55.11167,-121.000634,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4093,BC Hydro,Mica Modernize Controls (Digital) Project,BC,Public,2019,2024,6,Announced & Planning,Under Construction,1,1,56,0.246,51.001442,-118.19374,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4096,Boralex,Babcock Ridge Wind Farm,BC,Private,2019,2024,6,In Review,Announced & Planning,1,0,50,0.214,55.11167,-121.000634,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4097,Sukunka Wind Project LP,Sukunka Wind Energy Project,BC,Private,2019,2022,4,In Review,In Review,0,0,50,0.214,55.568893,-121.461838,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4104,Canfor Corporation/Licella,Biofuel Facility,BC,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,70,0.275,53.92241,-122.745706,Energy,Low Carbon Fuels,Yes,EN-LCF,1,1
4107,BC Hydro,Mica Replace Units 1-4 Transformers Project,BC,Public,2019,2022,4,Approved,Under Construction,0,1,82,0.312,51.001442,-118.19374,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4109,BC Hydro,Bridge River 2 Units 5 and 6 Upgrade Project,BC,Public,2019,2019,1,In Review,In Review,0,0,86,0.321,50.685977,-121.936464,Energy,Other,Yes,EN-OTH,0,0
4111,Borealis Geopower,Canoe Reach Geothermal Energy Project,BC,Private,2019,2024,6,Announced & Planning,In Review,1,0,120,0.388,52.830616,-119.265917,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4112,Western Bioenergy Inc. (subsidiary of Dalkia Canada),Ditni Yoh Green Energy Project,BC,Private,2019,2019,1,In Review,In Review,0,0,140,0.425,54.232283,-125.76662,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4115,Pembina Pipeline Corp.,Watson Island Propane Export Terminal,BC,Private,2019,2022,4,Announced & Planning,Announced & Planning,0,0,260,0.552,50.93169,-126.818821,Energy,Oil & Gas - Downstream,No,EN-OG-D,1,0
4116,Alcan Aluminum Ltd. and the Province of BC,Kenney Dam Cold Water Release Facility,BC,Public,2020,2024,5,Announced & Planning,Announced & Planning,1,0,275,0.563,53.566667,-124.95,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4119,AltaGas / Vopak Development Canada Inc.,Ridley Island Energy Export Facility (REEF),BC,Private,2019,2024,6,In Review,In Review,1,0,750,0.757,54.314188,-130.322183,Energy,"DER, Storage, EV",Yes,EN-DER,1,0
4122,Teck Resources/NGEx Resources,GJ Kinaskan Lake Copper-Gold Project,BC,Private,2020,2023,4,In Review,Announced & Planning,0,0,216,0.515,57.666667,-130.25,Mining,Precious Metal,No,MIN-PM,1,0
4123,Fortis BC Inc.,Nicola Lake Hydro Project,BC,Private,2020,2022,3,Announced & Planning,Announced & Planning,0,0,0,0,0,0,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4124,Selkirk Metals Corp.,Gold Mine,BC,Private,2019,2022,4,Announced & Planning,In Review,0,0,0,0,49.25546,-125.67439,Mining,Precious Metal,No,MIN-PM,1,0
4125,Nisgaa Nation,Nisgaa LNG,BC,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,10000,0.975,54.901569,-130.072604,Energy,Oil & Gas - Downstream,No,EN-OG-D,1,0
4126,Devon Energy Corporation/ BP JV,Pike,AB,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,1900,0.89,55.599405,-110.995766,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4130,Pembina Pipelines Corp.,Peace Pipeline Expansion,AB,Private,2019,2023,5,Announced & Planning,Under Construction,0,1,530,0.697,55.404987,-119.154484,Energy,Trans & Distr,No,EN-T&D,0,0
4133,SinoCan Global,SinoCan Global Upgrader and Petrochemical Facility,AB,Private,2019,2023,5,Announced & Planning,Announced & Planning,0,0,8500,0.972,53.737388,-112.476887,Energy,Oil & Gas - Downstream,No,EN-OG-D,0,0
4134,Nauticol Energy,Nauticol Methanol Plant,AB,Private,2019,2022,4,Announced & Planning,Announced & Planning,0,0,4000,0.936,55.153707,-118.734061,Energy,Low Carbon Fuels,Yes,EN-LCF,1,1
4136,Inter Pipeline Corp,Acrylic Acid Plant,AB,Private,2019,2020,2,Announced & Planning,Announced & Planning,0,0,600,0.714,53.836613,-113.067894,Energy,Waste Biomass,Yes,EN-BIO,1,0
4137,Wapahki Energy /CN Rail JV,Canapux Bitumen Processing Facility,AB,Private,2019,2023,5,Announced & Planning,Announced & Planning,0,0,50,0.214,54.784671,-111.933917,Energy,Oil & Gas - Upstream,No,EN-OG-U,1,0
4138,DP Energy,South Calgary Solar Facility,AB,Private,2019,2022,4,Announced & Planning,Under Construction,0,1,50,0.214,50.952488,-113.983022,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4143,Calibre Mining (previously Marathon Gold Corporation),Valentine Gold Mine,NL,Private,2019,2024,6,In Review,Under Construction,1,1,534,0.699,48.4182,-57.0736,Mining,Precious Metal,No,MIN-PM,1,0
4146,Newfoundland & Labrador,Regional Assessment of Offshore Oil and Gas Exploratory Drilling East of Newfoundland and Labrador,NL,Public,2019,2021,3,In Review,In Review,0,0,0,0,0,0,Energy,Oil & Gas - Upstream,No,EN-OG-U,1,0
4147,Pure Gold Mining Inc.,Madsen,ON,Private,2019,2021,3,Announced & Planning,Under Construction,0,1,95.1,0.336,50.96932,-93.93847,Mining,Precious Metal,No,MIN-PM,1,0
4152,Corporation Aurifres Monarques,Croinor,QC,Private,2019,2019,1,In Review,In Review,0,0,50.7,0.228,48.345611,-77.268868,Mining,Other,No,MIN-OTH,1,0
4153,DP Energy Limited (Haligonia Tidal Energy Ltd. / Rio Fundo Operations Canada Ltd.),Uisce Tapa In-Stream Tidal Energy Project,NS,Private,2019,2024,6,Approved,Approved,1,0,117,0.384,45.367408,-63.70584,Energy,Clean Electricity,Yes,EN-CLEL,1,1
4155,Eagle Hill Energy LP /Kwanlin D n First Nation,Haeckel Hill Wind Farm,YK,Private,2019,2023,5,Announced & Planning,Under Construction,0,1,27,0.137,60.779238,-135.273115,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4156,SaskPower,Birtle Tantallon line,SK,Public,2019,2019,1,Announced & Planning,Announced & Planning,0,0,0,0,0,0,Energy,Trans & Distr,No,EN-T&D,1,0
4157,SaskPower,Golden South Wind Energy Facility,SK,Public,2019,2021,3,Announced & Planning,Under Construction,0,1,325,0.591,0,0,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4158,EDF Renewables,Sharp Hills wind farm (248 MW),AB,Private,2019,2023,5,Announced & Planning,Under Construction,0,1,510,0.692,51.359587,-110.488489,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4159,Noront Resources Ltd.,Ferrochrome Processing Facility,ON,Private,2019,2022,4,Announced & Planning,Announced & Planning,0,0,1100,0.821,46.512756,-84.399697,Mining,Other,No,MIN-OTH,1,0
4160,Resolute Forest Products,New cellulose filament plant,QC,Private,2020,2022,3,Announced & Planning,Announced & Planning,0,0,38,0.174,48.425209,-71.247103,Forest,Other,Yes,FOR-OTH,1,0
4162,Waroona Energy Inc.,Superior Lake (formerly Pick Lake/Winston Lake Zinc Project),ON,Private,2020,2024,5,Announced & Planning,Announced & Planning,1,0,145.0846,0.438,49.011,-87.41,Mining,Other,No,MIN-OTH,1,0
4163,Canadian Premium Sand,Wanipigow,MB,Private,2020,2024,5,Announced & Planning,Approved,1,0,124,0.4,0,0,Mining,Other,No,MIN-OTH,1,0
4164,Copper Mountain Mining Corp.,New Ingerbelle,BC,Private,2020,2024,5,Announced & Planning,In Review,1,0,183,0.478,49.33,-120.53,Mining,Critical Mineral,Yes,MIN-CM,1,0
4166,Foran Mining Corp.,McIlvenna Bay,SK,Private,2020,2024,5,Announced & Planning,Approved,1,0,368,0.622,54.66,-102.89,Mining,Other,No,MIN-OTH,1,0
4169,Allegiance Coal,Telkwa (Delete same project as Tenas Project (ID3610),BC,Private,2020,2024,5,Announced & Planning,Announced & Planning,1,0,73.216,0.288,0,0,Mining,Coal,No,MIN-COAL,1,0
4170,FortisBC,Tilbury Phase 2 LNG Expansion,BC,Private,2020,2022,3,Announced & Planning,Announced & Planning,0,0,0,0,0,0,Energy,Oil & Gas - Downstream,No,EN-OG-D,0,0
4171,FortisBC,Tilbury 1A and 1B Marine Terminal,BC,Private,2020,2021,2,In Review,In Review,0,0,0,0,0,0,Energy,Oil & Gas - Downstream,No,EN-OG-D,1,0
4172,NGTL,NGTL Westpath Delivery project 2023,AB,Private,2020,2023,4,Announced & Planning,Under Construction,0,1,1200,0.828,0,0,Energy,Other,Yes,EN-OTH,1,0
4173,SJ Energy,Burchill Wind Energy,NB,Private,2020,2023,4,In Review,Approved,0,0,60,0.253,44.939686,-66.305938,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4174,Kahnawake Sustainable Energies (KSE) et Kruger,Des cultures,QC,Private,2020,2023,4,Approved,Under Construction,0,1,73.3,0.289,45.215373,-73.620353,Energy,Other,Yes,EN-OTH,1,0
4176,Innergex et corporation foncire Pituvik,Centrale hydro lectrique Innavik,QC,Private,2020,2023,4,Announced & Planning,Announced & Planning,0,0,127,0.409,58.452155,-78.097279,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4178,Suncor Energy Inc.,Suncor Power Cogeneration Units,AB,Private,2020,2024,5,Announced & Planning,Under Construction,1,1,1400,0.856,56.997184,-111.480503,Energy,NG Power Gen,No,EN-NGPG,1,0
4179,Cenovus Energy Inc.,Christina Lake Phase H Expansion,AB,Private,2020,2023,4,Announced & Planning,Announced & Planning,0,0,1300,0.842,55.580155,-110.8887,Energy,Other,Yes,EN-OTH,0,0
4180,TC Energy Corporation,2023 NGTL Intra-Basin System Expansion,AB,Private,2020,2023,4,Announced & Planning,Under Construction,0,1,900,0.793,53.853115,-116.586914,Energy,Other,Yes,EN-OTH,0,0
4181,Nova Gas Transmission,Edson Mainline Expansion Project,AB,Private,2020,2022,3,Announced & Planning,Under Construction,0,1,509,0.691,0,-116.295776,Energy,Trans & Distr,No,EN-T&D,0,0
4182,Imperial Oil Ltd.,Cold Lake Thermal Project Enhancements,AB,Private,2020,2023,4,Announced & Planning,Under Construction,0,1,450,0.654,54.753161,-110.468216,Energy,Oil & Gas - Upstream,No,EN-OG-U,1,0
4183,TC Energy Corporation,Alberta XPress Expansion Project,AB,Private,2020,2022,3,Announced & Planning,Under Construction,0,1,300,0.573,54.537672,-117.103271,Energy,Other,Yes,EN-OTH,0,0
4184,Dow Chemical Canada,Dow Ethylene Plant Expansion,AB,Private,2020,2020,1,Announced & Planning,Announced & Planning,0,0,298,0.571,53.739271,-113.165359,Energy,Other,Yes,EN-OTH,0,0
4186,Berkshire Hathaway Energy Canada,Rattlesnake Ridge Wind Project,AB,Private,2020,2022,3,Announced & Planning,Under Construction,0,1,200,0.49,49.908953,-111.047745,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4188,Alpin Sun,Airport City Solar,AB,Private,2020,2024,5,Announced & Planning,Announced & Planning,1,0,169,0.464,53.291079,-113.593655,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4189,Capital Power,Whitla Wind Power Project - Phase 2,AB,Private,2020,2021,2,Announced & Planning,Under Construction,0,1,165,0.46,49.642734,-111.289444,Energy,Clean Electricity,Yes,EN-CLEL,0,0
4190,Pembina Pipeline Corporation,Empress Cogeneration Power Facility,AB,Private,2020,2021,2,Announced & Planning,Under Construction,0,1,120,0.388,50.67621,-110.024761,Energy,NG Power Gen,No,EN-NGPG,1,0
4194,Pembina Pipeline Corporation,Peace Pipeline Expansion Phase 9,AB,Private,2020,2022,3,Announced & Planning,Under Construction,0,1,120,0.388,55.797162,-119.629269,Energy,Trans & Distr,No,EN-T&D,0,0
4195,Capital Power,Whitla Wind Power Project - Phase 3,AB,Private,2020,2021,2,Announced & Planning,Under Construction,0,1,92,0.332,49.636509,-111.227646,Energy,Clean Electricity,Yes,EN-CLEL,0,0
4197,Canadian Natural Resources Ltd. (CNRL),Scotford Upgrader Expansion,AB,Private,2020,2020,1,Announced & Planning,Announced & Planning,0,0,70,0.275,53.804503,-113.093176,Energy,Oil & Gas - Downstream,No,EN-OG-D,0,0
4198,Climate Transition Development Corporation,Greenview Geothermal Power Plant (Alberta No. 1),AB,Private,2020,2024,5,Announced & Planning,Announced & Planning,1,0,106,0.365,54.841827,-117.649841,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4200,Elemental Energy,Brooks Solar 2 Power Plant,AB,Private,2020,2021,2,Announced & Planning,Under Construction,0,1,50,0.214,50.58528,-111.871998,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4201,Manitoba Hydro,Portage Area Capacity Enhancements,MB,Public,2020,2024,5,Announced & Planning,Under Construction,1,1,162,0.459,0,0,Energy,Other,Yes,EN-OTH,1,0
4202,Spicer,Pempaoq In-stream Tidal Energy Project,NS,Private,2020,2023,4,Announced & Planning,Approved,0,0,111,0.376,45.364444,-64.414722,Energy,Clean Electricity,Yes,EN-CLEL,1,1
4203,Big Moon Power,Tidal power demonstration facility,NS,Private,2020,2023,4,Announced & Planning,Approved,0,0,43.5,0.19,45.327765,-64.415497,Energy,Clean Electricity,Yes,EN-CLEL,1,1
4204,Jupiter Hydro,In-Stream Tidal Demonstration Project,NS,Public,2020,2024,5,Announced & Planning,Approved,1,0,23.3,0.118,45.357404,-64.409667,Energy,Clean Electricity,Yes,EN-CLEL,1,1
4205,Nova Innovation,The Nova Tidal Array (Petit Passage),NS,Private,2020,2024,5,Announced & Planning,Under Construction,1,1,22,0.108,44.392336,-66.20676,Energy,Clean Electricity,Yes,EN-CLEL,1,1
4208,Alton Natural Gas Pipeline,0,NS,Private,2020,2021,2,Approved,Approved,0,0,0,0,45.207672,-63.269594,Energy,Oil & Gas - Upstream,No,EN-OG-U,1,0
4211,Enbridge,2021 Dawn Parkway Expansion Project - Kirkwall-Hamilton Project,ON,Private,2020,2020,1,In Review,In Review,0,0,204,0.511,43.305362,-80.093277,Energy,Other,Yes,EN-OTH,0,0
4212,Northeast Midstream,Nipigon LNG and North Shore Gas Distribution Project,ON,Private,2020,2021,2,In Review,In Review,0,0,95.6,0.337,49.013224,-88.28485,Energy,Oil & Gas - Downstream,No,EN-OG-D,1,0
4214,Imperial Oil Ltd.,Waterdown to Finch Project,ON,Private,2020,2022,3,In Review,Under Construction,0,1,385,0.629,43.330152,-79.910069,Energy,Oil & Gas - Upstream,No,EN-OG-U,1,0
4215,Hydro One,Lakeshore Transmission Stations Project Leamington Area Transmission Reinforcement (Lakeshore Transmission Station & Chatham to Lakeshore Line),ON,Public,2020,2024,5,Announced & Planning,Under Construction,1,1,295,0.57,42.278537,-82.93384,Energy,Trans & Distr,No,EN-T&D,1,0
4216,NRStor and Six Nations of the Grand River Development Corporation Oneida Energy Storage LP,Oneida Energy Storage,ON,Private,2020,2024,5,Announced & Planning,Approved,1,0,800,0.776,0,0,Energy,"DER, Storage, EV",Yes,EN-DER,1,0
4219,Yukon Energy Corporation,Grid-Scale Battery Storage,YK,Public,2020,2024,5,Announced & Planning,Under Construction,1,1,35,0.157,60.779238,-135.273115,Energy,"DER, Storage, EV",Yes,EN-DER,1,0
4220,Port Hawkesbury Paper,Goose Harbour Lake Wind Farm (formerly Pirate Harbour),NS,Private,2020,2024,5,Announced & Planning,Approved,1,0,155,0.451,45.605694,-61.370927,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4221,City of Summerside / Republic of Koreaos Samsung Renewable Energy,City of Summerside Solar Farm,PE,Public,2020,2023,4,Announced & Planning,Under Construction,0,1,69,0.27,46.3934,-63.7902,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4223,Potentia Renewables Inc.,Jenner Wind Power Project 3,AB,Private,2020,2023,4,Approved,Under Construction,0,1,243,0.533,0,0,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4224,WindRiver Power Corp. & TC Energy,Canyon Creek Hydro Power Project (storage),AB,Private,2020,2024,5,Announced & Planning,In Review,1,0,200,0.49,53.530105,-117.524529,Energy,Clean Electricity,Yes,EN-CLEL,1,0
4226,Greengate Power Corporation,Wheatland Wind Project,AB,Private,2020,2022,3,Approved,Under Construction,0,1,170,0.464,51.252246,-112.727966,Energy,Clean Electricity,Yes,EN-CLEL,1,0
