Unique ID,company,project,province,company_type,start_year,end_year,reporting_years,start_status,end_status,current_survival,end_success,project_cost,cost_percentile,latitude_1,longitude_1,sector,group,cleantech,abbreviation,_cost_quintile_bayes,p_bayes,risk_score,years_remaining,p_cox,blended_prob,priority_index,urgency_scale_(0-1),power_ranking
314,Ring of Fire Metals Pty Ltd.,Eagle's Nest (McFaulds Lake),ON,Private,2017,2024,8,In Review,Approved,1,0,609.4,0.726,52.743,-86.25,Mining,Critical Mineral,Yes,MIN-CM,3,0.41125506251065275,0.49414786637367053,0.25,0.02548447991244207,0.2569468294713685,1.027787317885474,0.43001737734453205,0.3261750486206339
329,Northcliff Resources (HDI Mining),Sisson Project,NB,Private,2017,2024,8,In Review,Approved,1,0,579.0,0.708,46.365,-67.045,Mining,Other,No,MIN-OTH,3,0.4219017858414595,0.2804115572207212,0.25,0.014542236771661221,0.25895796621354017,1.0358318648541607,0.43338875544029937,0.32873028190424386
341,Osum Oil Sands Corp.,Taiga,AB,Private,2017,2024,8,Approved,Approved,1,0,1570.0,0.872,54.6808778,-110.1364803,Energy,Oil & Gas - Upstream,No,EN-OG-U,4,0.8376804620975785,0.7839496467849103,0.25,0.040127101977712076,0.5186591180496319,2.0746364721985278,0.8687399458324057,0.6586914491627415
344,Agnico Eagle Mines Limited,Hammond Reef,ON,Private,2021,2024,4,In Review,Approved,1,0,1300.0,0.843,48.88278,-91.349945,Mining,Other,No,MIN-OTH,4,0.751713122696553,0.370517068332852,1.0,0.019170094763117262,0.4586959115231787,0.4586959115231787,0.19151764462279264,0.35182460476302424
371,Metaux Torngat ltee,Strange Lake / B-Zone,QC,Private,2017,2024,8,Announced & Planning,In Review,1,0,1631.0,0.882,56.325,-64.174,Mining,Other,No,MIN-OTH,4,0.036462191539652966,0.21895914271353553,0.25,0.011373496222701895,0.026426713412872536,0.10570685365149014,0.04358394712727879,0.03328960689863504
376,Magneto Investments Limited Partnership,Dumont,QC,Private,2017,2024,8,In Review,Approved,1,0,1381.0,0.855,48.653,-78.436,Mining,Critical Mineral,Yes,MIN-CM,4,0.017339667364332026,0.274779185353463,0.25,0.014252231666981419,0.016104693085391784,0.06441877234156713,0.026280582066901904,0.020175048677995834
390,Seabridge Gold Inc.,Kerr-Sulphurets-Mitchell (KSM),BC,Private,2017,2024,8,Approved,Approved,1,0,8361.6,0.972,56.491,-130.293,Mining,Precious Metal,No,MIN-PM,4,0.013202585183137909,0.0966623037104579,0.25,0.005037017685261991,0.00993635818398754,0.03974543273595016,0.015940266195841095,0.012337921388728962
399,Canadian Natural Resources Limited,AOSP Jackpine,AB,Private,2017,2024,8,Approved,Approved,1,0,12000.0,0.981,57.2244971,-111.3676809,Energy,Other,Yes,EN-OTH,4,0.8799815505554052,0.9838047529420494,0.25,0.05009666683947622,0.5480275970690336,2.1921103882761344,0.9179719273261636,0.6960053291718856
404,Skygold Ventures Inc.,Spanish Mountain Copper-Gold Mines,BC,Private,2021,2024,4,In Review,In Review,1,0,756.0,0.763,52.585112,-121.462784,Mining,Precious Metal,No,MIN-PM,3,0.04053747028432772,0.1027271167914559,1.0,0.005352204439095898,0.02646336394623499,0.02646336394623499,0.010373902302582517,0.020027579288774
413,Spanish Mountain Gold Ltd.,Spanish Mountain Copper-Gold Mines,BC,Private,2020,2024,5,In Review,In Review,1,0,756.0,0.763,52.592,-121.465,Mining,Precious Metal,No,MIN-PM,3,0.017020921654362524,0.1027271167914559,0.25,0.005352204439095898,0.012353434768255874,0.049413739073023495,0.019992143366159697,0.015408918207417403
417,Generation Mining Ltd.,Marathon PGM Copper Mine,ON,Private,2020,2024,5,In Review,Approved,1,0,897.9,0.793,48.782,-86.319,Mining,Other,No,MIN-OTH,3,0.6080005706413053,0.3937641530442728,0.25,0.02036054410689292,0.37294456002754034,1.4917782401101614,0.6244706931014244,0.473555013257094
422,Suncor Energy Inc.,Lewis,AB,Private,2020,2024,5,In Review,Announced & Planning,1,0,6200.0,0.96,56.94062005,-111.0483456,Energy,Clean Electricity,Yes,EN-CLEL,4,0.9369999289021483,0.9838047529420494,0.25,0.05009666683947622,0.5822386240770795,2.328954496308318,0.9753217358548889,0.7394718687882033
427,Sunshine Oilsands Ltd.,Thickwood (Sunshine),AB,Private,2017,2024,8,Approved,Approved,1,0,1753.0,0.888,56.8333149,-112.7867833,Energy,Waste Biomass,Yes,EN-BIO,4,0.9027924451743785,0.9838047529420494,0.25,0.05009666683947622,0.5617141338404176,2.2468565353616703,0.940915414613921,0.713394646149819
429,Sunshine Oilsands Ltd.,West Ells,AB,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,2950.0,0.92,57.202491,-112.7292377,Energy,Oil & Gas - Upstream,No,EN-OG-U,4,0.8376804620975785,0.7839496467849103,0.25,0.040127101977712076,0.5186591180496319,2.0746364721985278,0.8687399458324057,0.6586914491627415
439,Osisko Metals Inc/Appian ,Pine Point ,NT,Private,2021,2024,4,In Review,In Review,1,0,653.3,0.735,60.854,-114.424,Mining,Other,No,MIN-OTH,3,0.4796721181033776,0.1834564741074119,1.0,0.009538190308145067,0.2916185469852846,0.2916185469852846,0.1214974223164091,0.2235700971177344
441,Taseko Mines Ltd.,Harmony Gold Mine,BC,Private,2020,2024,5,In Review,Announced & Planning,1,0,50.0,0.214,53.514064,-132.397868,Mining,Precious Metal,No,MIN-PM,0,0.006587838106182063,0.11602217821202393,0.25,0.006042796010110707,0.00636982126775352,0.02547928507101408,0.009961486043799863,0.007806487178172058
442,Teck Resources Ltd.,Highland Valley Copper 2040 (HVC 2040),BC,Private,2023,2024,2,In Review,In Review,1,0,741.0,0.755,50.470726,-121.01857,Mining,Base Metal,No,MIN-BM,3,0.04880016352126643,0.1027271167914559,3.0,0.005352204439095898,0.03142097988839822,0.010473659962799406,0.003672799309786064,0.020321707656953358
443,Teck Coal Ltd.,Line Creek Coal Mine,BC,Private,2017,2024,8,In Review,In Review,1,0,140.0,0.426,49.88479,-114.852031,Mining,Coal,No,MIN-COAL,1,0.0038532385613166673,0.1091724500576299,0.25,0.005687057289469721,0.004586766052577889,0.018347064210311556,0.006972453438540219,0.005541041006962821
444,Conuma Resources Ltd.,Quintette Mine,BC,Private,2024,2024,1,In Review,In Review,1,0,500.0,0.678,54.986669,-121.09759,Mining,Precious Metal,No,MIN-PM,2,0.03753625139133028,0.1027271167914559,4.0,0.005352204439095898,0.024662632610436528,0.006165658152609132,0.0018673647718393611,0.015544525474997661
460,GoldMining Inc,Yellowknife Gold,NT,Private,2020,2024,5,In Review,In Review,1,0,193.0,0.484,63.182,-113.909,Mining,Precious Metal,No,MIN-PM,1,0.3626281279292273,0.1949669511108688,0.25,0.01013359588635565,0.22163031511207862,0.8865212604483145,0.37081438013749385,0.2813039411222447
485,Conuma Coal Resources Ltd. ,Wolverine Coal Mine (Hermann Deposit),BC,Private,2020,2024,5,In Review,Approved,1,0,55.0,0.242,55.266598,-120.871582,Mining,Coal,No,MIN-COAL,0,0.0013402956476757457,0.11602217821202393,0.25,0.006042796010110707,0.0032212957926497305,0.012885183170598922,0.004683441245479441,0.003806153973781615
488,Western Copper and Gold Corporation,Casino Mine,YK,Private,2017,2024,8,In Review,Announced & Planning,1,0,3617.0,0.933,62.739,-138.823,Mining,Precious Metal,No,MIN-PM,4,0.6338253543706063,0.34509188880444963,0.25,0.017866452012252343,0.3874417934272647,1.5497671737090588,0.6487731953173005,0.491974354183279
515,Athabasca Oil Corporation,Dover West Clastics ,AB,Private,2019,2024,6,In Review,In Review,1,0,615.0,0.73,57.1005,-113.2251,Energy,Oil & Gas - Upstream,No,EN-OG-U,3,0.8547566095286847,0.8331364330517316,0.25,0.04259039872153114,0.5298901252058232,2.119560500823293,0.8875670950390293,0.6729609131391057
522,BURNCO Rock Products Ltd.,BURNCO Aggregate Project (McNab Creek),BC,Private,2017,2024,8,In Review,Approved,1,0,60.0,0.254,49.468116,-123.338801,Mining,Other,No,MIN-OTH,0,0.004837384306469882,0.11602217821202393,0.25,0.006042796010110707,0.005319548987926212,0.021278195951704847,0.0082008573980431,0.006472072351972967
530,Centermount Coal Limited,Bingay Main Metallurgical Coal ,BC,Private,2019,2024,6,In Review,In Review,1,0,480.0,0.671,50.1826,-114.9877,Mining,Coal,No,MIN-COAL,2,0.0028421103423298044,0.1027271167914559,0.25,0.005352204439095898,0.003846147981036242,0.015384591924144968,0.005730915013346554,0.004600054793960367
533,Granite Creek Copper,Carmacks Copper Project,YK,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,321.0,0.589,62.343,-136.699,Mining,Base Metal,No,MIN-BM,2,0.7080474691583425,0.38975407733553646,0.25,0.02015529714230746,0.43289060035192845,1.7315624014077138,0.72496150659996,0.549718962851141
536,ecoTECH Energy Group (Canada) Inc,Biomass Project - McBride,BC,Private,2017,2024,8,Announced & Planning,In Review,1,0,140.0,0.426,53.342917,-120.267604,Energy,Waste Biomass,Yes,EN-BIO,1,0.078784467708232,0.323521774794583,0.25,0.01675911424411447,0.05397432632258499,0.21589730529033996,0.08976351155321356,0.06829000041483642
545,Holmes Hydro,Robson Valley Hydroelectric Project,BC,Public,2019,2024,6,In Review,In Review,1,0,200.0,0.491,53.3469,-119.8406,Energy,Clean Electricity,Yes,EN-CLEL,1,0.10768137894118547,0.323521774794583,0.25,0.01675911424411447,0.07131247306235707,0.28524989224942826,0.11882839158546216,0.0903188404715991
566,MEG Energy Corp.,Surmont (MEG),AB,Private,2017,2024,8,Approved,Approved,1,0,5000.0,0.947,56.034459,-110.720215,Energy,Clean Electricity,Yes,EN-CLEL,4,0.9349163295884131,0.9838047529420494,0.25,0.05009666683947622,0.5809884644888383,2.3239538579553534,0.9732260252233689,0.7378834887826505
584,Quicksilver Resources/ Kohlberg Kravis Roberts & Co. L.P. (KKR),Fortune Creek Gas Plant,BC,Private,2017,2024,8,Approved,In Review,1,0,760.0,0.765,58.805556,-122.695414,Energy,Oil & Gas - Downstream,No,EN-OG-D,3,0.010695727514884843,0.24257989904601776,0.25,0.012592683813049566,0.011454510034150732,0.04581804013660293,0.018485226857323508,0.014266796763419843
593,Enbridge,Westcoast Connector Gas Transmission Project,BC,Private,2017,2024,8,Approved,Approved,1,0,7460.0,0.966,56.836954,-122.629395,Energy,Trans & Distr,No,EN-T&D,4,0.03310267977097582,0.22825844439146817,0.25,0.011853660127980059,0.024603071913777516,0.09841228765511006,0.04052687752298015,0.030972594157458566
606,Treasury Metals Inc.,Goliath Complex,ON,Private,2018,2024,7,In Review,Approved,1,0,335.0,0.599,49.764413,-92.544708,Mining,Precious Metal,No,MIN-PM,2,0.6751976255852903,0.4184698127951961,0.25,0.021624101300653176,0.4137682158714355,1.655072863485742,0.6929056116304514,0.5254231741750419
607,Value Creation Inc. ,TriStar Advanced (In Situ + Upgrader),AB,Private,2017,2024,8,In Review,Approved,1,0,3390.0,0.929,56.736814,-111.156578,Energy,Oil & Gas - Downstream,No,EN-OG-D,4,0.572974191288468,0.7839496467849103,0.25,0.040127101977712076,0.3598353555641656,1.4393414222566625,0.6024950194169824,0.45689922110529235
629,Sunshine Oilsands Ltd.,West Ells,AB,Private,2020,2024,5,Announced & Planning,Announced & Planning,1,0,2100.0,0.901,57.202491,-112.7292377,Energy,Oil & Gas - Upstream,No,EN-OG-U,4,0.8423520772619322,0.7839496467849103,0.25,0.040127101977712076,0.5214620871482442,2.0858483485929766,0.873438715649504,0.6622527385487481
636,Arianne Phosphate inc.,Lac a Paul Phosphate/Apatite mine,QC,Private,2017,2024,8,In Review,Approved,1,0,1275.0,0.841,49.883575,-70.717621,Mining,Precious Metal,No,MIN-PM,4,0.04749421630260178,0.21895914271353553,0.25,0.011373496222701895,0.03304592827064183,0.13218371308256732,0.0546800976349582,0.041699596016368384
643,Search Minerals Inc.,Deep Fox + Foxtrot ,NL,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,421.8,0.648,52.399277,-55.817757,Mining,Critical Mineral,Yes,MIN-CM,2,0.3202812266236701,0.28839197748907786,0.25,0.014952994423688026,0.19814993374367726,0.792599734974709,0.33145293754348554,0.25147113526360054
648,Northern Graphite,Bissett Creek,ON,Private,2017,2024,8,Announced & Planning,In Review,1,0,134.1,0.419,46.157005,-77.723637,Mining,Critical Mineral,Yes,MIN-CM,1,0.44392487808545084,0.5251518289205102,0.25,0.027061607080883787,0.277179569683624,1.108718278734496,0.4639346221238659,0.3518815906597208
649,Husky Oil Operations Ltd.,Saleski' Thermal Oil Sands Project Using CSS,AB,Private,2017,2024,8,Approved,Approved,1,0,300.0,0.574,56.5933435,-113.0127423,Energy,Oil & Gas - Upstream,No,EN-OG-U,2,0.856211100794633,0.8854093103107231,0.25,0.045201319811199236,0.5318071884012595,2.127228753605038,0.8907807725228968,0.6753966220499144
650,TransCanada,Prince Rupert Gas Transmission Project,BC,Private,2017,2024,8,Approved,Announced & Planning,1,0,5000.0,0.947,54.235538,-130.293442,Energy,Trans & Distr,No,EN-T&D,4,0.03310267977097582,0.22825844439146817,0.25,0.011853660127980059,0.024603071913777516,0.09841228765511006,0.04052687752298015,0.030972594157458566
684,Osum Oil Sands Corp.,Sepiko Kesik Project,AB,Private,2017,2024,8,In Review,Approved,1,0,3200.0,0.922,56.68899918,-113.1309967,Energy,Oil & Gas - Upstream,No,EN-OG-U,4,0.8376804620975785,0.7839496467849103,0.25,0.040127101977712076,0.5186591180496319,2.0746364721985278,0.8687399458324057,0.6586914491627415
688,Graymont Western Canada Inc.,Giscome Quarry and Lime Plant Project,BC,Private,2017,2024,8,In Review,Approved,1,0,130.0,0.412,54.052936,-122.285282,Mining,Other,No,MIN-OTH,1,0.014298135752833669,0.1091724500576299,0.25,0.005687057289469721,0.01085370436748809,0.04341481746995236,0.017478063583973892,0.01350344805408241
692,EDF Renouvelables,Taylor Wind Project,BC,Private,2017,2024,8,In Review,In Review,1,0,900.0,0.794,55.999947,-120.764046,Energy,Clean Electricity,Yes,EN-CLEL,3,0.10373742840453369,0.30442166614707683,0.25,0.015777536125827107,0.06855347149305105,0.2742138859722042,0.1142033269332686,0.08681341366913806
693,Imperial Oil Limited,Aspen' oil sands project (SAGD),AB,Private,2017,2024,8,In Review,Announced & Planning,1,0,7000.0,0.965,57.242382,-111.5391,Energy,Oil & Gas - Upstream,No,EN-OG-U,4,0.8376804620975785,0.7839496467849103,0.25,0.040127101977712076,0.5186591180496319,2.0746364721985278,0.8687399458324057,0.6586914491627415
707,Port Alberni Harbour Authority,Port Alberni LNG Export Facility,BC,Public,2020,2024,5,Announced & Planning,Announced & Planning,1,0,1600.0,0.873,49.230014,-124.81106,Energy,Oil & Gas - Downstream,No,EN-OG-D,4,0.00887557344831978,0.22825844439146817,0.25,0.011853660127980059,0.01006680812018389,0.04026723248073556,0.016158946531327243,0.012503663484641232
718,Kitimat Clean Ltd.,Kitimat Clean Oil Refinery,BC,Private,2017,2024,8,Announced & Planning,In Review,1,0,22000.0,0.994,54.1666667,-128.7,Energy,Oil & Gas - Downstream,No,EN-OG-D,4,0.008574925024211784,0.22825844439146817,0.25,0.011853660127980059,0.009886419065719094,0.039545676262876375,0.015856550531002527,0.012274471651832467
725,Greater Vancouver Regional District,Capilano (Cleveland) Dam Power Plant,BC,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,90.0,0.329,49.360504,-123.11085,Energy,Clean Electricity,Yes,EN-CLEL,0,0.042446128183004125,0.3438202677586979,0.25,0.017801205832257083,0.032588159242705306,0.13035263697082122,0.05391271447231985,0.04111798133455112
753,Kruger Energy Inc.,Maselpanik Creek Hydro Project,BC,Private,2017,2024,8,Announced & Planning,In Review,1,0,400.0,0.635,49.089,,Energy,Clean Electricity,Yes,EN-CLEL,2,0.0965278997650245,0.30442166614707683,0.25,0.015777536125827107,0.06422775430934555,0.2569110172373822,0.106951891535653,0.08131740919986852
754,Pacific Coastal Wave Energy Corp.,Wave Energy Project,BC,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,20.0,0.089,48.9206,-125.5448,Energy,Clean Electricity,Yes,EN-CLEL,0,0.042446128183004125,0.3653923344007385,0.25,0.01890747006322835,0.033030664935093816,0.13212265974037526,0.0546545108739708,0.041680203310644606
757,Innergex Renewable Energy Inc.,Shovel Creek Hydroelectric Project,BC,Private,2020,2024,5,In Review,In Review,1,0,40.0,0.178,49.7212,-121.8148,Energy,Clean Electricity,Yes,EN-CLEL,0,0.043881783206225426,0.3653923344007385,0.25,0.01890747006322835,0.0338920579490266,0.1355682317961064,0.05609851091540213,0.04277463913557682
758,Pristine Power Inc./Cheslatta Forest Products,Cheslatta Green Energy Project,BC,Private,2017,2024,8,Announced & Planning,In Review,1,0,46.0,0.204,53.5792,-124.95,Energy,Clean Electricity,Yes,EN-CLEL,0,0.042446128183004125,0.3438202677586979,0.25,0.017801205832257083,0.032588159242705306,0.13035263697082122,0.05391271447231985,0.04111798133455112
759,KMC Power,Tamihi Creek Hydro Project,BC,Private,2017,2024,8,In Review,In Review,1,0,50.0,0.214,49.0461,-121.8196,Energy,Clean Electricity,Yes,EN-CLEL,0,0.042446128183004125,0.3438202677586979,0.25,0.017801205832257083,0.032588159242705306,0.13035263697082122,0.05391271447231985,0.04111798133455112
764,Highwater Power Corporation Altagas Ltd.,Log Creek Water Power  Project,BC,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,20.0,0.089,50.05884,-121.717396,Energy,Clean Electricity,Yes,EN-LCF,0,0.042446128183004125,0.3653923344007385,0.25,0.01890747006322835,0.033030664935093816,0.13212265974037526,0.0546545108739708,0.041680203310644606
782,J.D. Irving,Saint John Pulp Mill Upgrades,NB,Private,2024,2024,1,In Review,In Review,1,0,1100.0,0.822,45.2627,-66.0915,Forest,Pulp & Paper,No,FOR-P&P,3,0.8926295228856757,0.828931530285113,4.0,0.042380062606102054,0.5525297387738463,0.13813243469346156,0.05717313917164782,0.3543870989329668
783,First Mining Gold Corp.,Springpole Lake Gold Project,ON,Private,2018,2024,7,In Review,Approved,1,0,1067.04673,0.819,51.3961,-92.293,Mining,Precious Metal,No,MIN-PM,3,0.6924995879268163,0.370517068332852,0.25,0.019170094763117262,0.4231677906613367,1.6926711626453468,0.7086626309776195,0.5373657267878498
795,Nouveau Monde Graphite inc.,Uatnan,QC,Private,2017,2024,8,In Review,Announced & Planning,1,0,1564.0,0.87,51.125343,-69.064963,Mining,Critical Mineral,Yes,MIN-CM,4,0.017339667364332026,0.274779185353463,0.25,0.014252231666981419,0.016104693085391784,0.06441877234156713,0.026280582066901904,0.020175048677995834
800,Joyce Direct Iron Inc.,Joyce Lake DSO (the Attikamagen Project),NL,Private,2017,2024,8,In Review,In Review,1,0,270.4,0.559,53.6069,-77.6882,Mining,Other,No,MIN-OTH,2,0.5026127705888778,0.24422515008944934,0.25,0.012677547571815051,0.3066386813820527,1.2265547255282108,0.5133185361155119,0.3893106232754364
802,Vulcan Materials Company,Black Point Aggregate Project,NS,Private,2017,2024,8,Approved,Approved,1,0,95.0,0.336,45.347966,-61.14967,Mining,Other,No,MIN-OTH,0,0.05847924631930257,0.14223143280120767,0.25,0.00740279154475354,0.03804866440948296,0.15219465763793183,0.06306645679379892,0.04805578136320934
808,Spartan Delta Inception Exploration Ltd.,Greenview Sour Gas plant,AB,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,50.0,0.214,54.70000076,-119.0149994,Energy,Oil & Gas - Downstream,No,EN-OG-D,0,0.39111302574126533,0.9409619069392359,0.25,0.047968252205271456,0.25385511632686775,1.015420465307471,0.4248345701513671,0.3222468978566675
817,Focus Graphite inc.,Lac Knife,QC,Private,2017,2024,8,In Review,In Review,1,0,236.8,0.531,52.54809,-67.18002,Mining,Critical Mineral,Yes,MIN-CM,2,0.01995407817758908,0.31034142306119733,0.25,0.016081864472034524,0.018405192695367258,0.07362077078146903,0.03013703490362826,0.02309792957867166
818,Athabasca Oil Corporation,Hangingstone Oil Sands,AB,Private,2020,2024,5,In Review,In Review,1,0,640.0,0.732,56.4761389,-111.4076389,Energy,Oil & Gas - Upstream,No,EN-OG-U,3,0.8697757451563015,0.8331364330517316,0.25,0.04259039872153114,0.5389016065823934,2.1556064263295736,0.9026735322525314,0.6844103768504486
841,Canadian Natural Resources Limited,Jackfish ,AB,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,1300.0,0.843,55.5279,-110.8738,Energy,Oil & Gas - Upstream,No,EN-OG-U,4,0.8376804620975785,0.7839496467849103,0.25,0.040127101977712076,0.5186591180496319,2.0746364721985278,0.8687399458324057,0.6586914491627415
857,Bear Head Energy,Bear Head Energy,NS,Private,2017,2024,8,Approved,Announced & Planning,1,0,8000.0,0.969,45.596588,-61.356844,Energy,Oil & Gas - Downstream,No,EN-OG-D,4,0.09177053907469652,0.2798217211147718,0.25,0.014511870709870589,0.06086707172876615,0.2434682869150646,0.10131819622224651,0.07704752152615829
858,ConocoPhillips Canada,Surmont (ConocoPhillips),AB,Private,2020,2024,5,In Review,In Review,1,0,6000.0,0.958,56.1936,-110.9506,Energy,Oil & Gas - Upstream,No,EN-OG-U,4,0.8423520772619322,0.7839496467849103,0.25,0.040127101977712076,0.5214620871482442,2.0858483485929766,0.873438715649504,0.6622527385487481
862,Taseko Mines Ltd.,Aley Niobium Project,BC,Private,2017,2024,8,In Review,In Review,1,0,870.0,0.789,56.968715,-122.439746,Mining,Critical Mineral,Yes,MIN-CM,3,0.005883590838729378,0.12891571055608336,0.25,0.006712072785868939,0.006214983617585202,0.024859934470340808,0.0097019232546412,0.0076097594724076015
865,Imperial Metals Corporation,Ruddock Creek Zinc-Lead Mine Development Project,BC,Private,2017,2024,8,In Review,In Review,1,0,144.7,0.437,51.822198,-119.00528,Mining,Base Metal,No,MIN-BM,1,0.022682427349267696,0.1091724500576299,0.25,0.005687057289469721,0.015884279325348506,0.06353711730139402,0.025911090471908118,0.01989500378397235
885,Pacific Northern Gas Ltd.,Pacific Northern Gas Pipeline Looping Project,BC,Private,2017,2024,8,In Review,In Review,1,0,1300.0,0.843,54.040484,-128.648436,Energy,Trans & Distr,No,EN-T&D,4,0.03310267977097582,0.22825844439146817,0.25,0.011853660127980059,0.024603071913777516,0.09841228765511006,0.04052687752298015,0.030972594157458566
891,Arctic Canadian Diamond Corp,Ekati (Misery Deep),NT,Private,2018,2024,7,Approved,Approved,1,0,126.721,0.409,64.445237,-110.695595,Mining,Other,No,MIN-OTH,1,0.3224020270097764,0.1949669511108688,0.25,0.01013359588635565,0.19749465456040807,0.7899786182416323,0.33035445734631086,0.2506385756747692
893,PRISM Diversifed Ltd.,Clear Hills Project,AB,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,300.0,0.574,56.5481588,-117.8880444,Mining,Other,No,MIN-OTH,2,0.30931493436477914,0.37495087592264875,0.25,0.01939725517978319,0.19334786269078075,0.773391450763123,0.32340296420125936,0.2453699032949722
894,Newmont Goldcorp Corp.,Coffee Gold Mine,YK,Private,2017,2024,8,In Review,In Review,1,0,317.0,0.587,62.847528,-139.515693,Mining,Precious Metal,No,MIN-PM,2,0.6663592002385025,0.38975407733553646,0.25,0.02015529714230746,0.40787763900002444,1.6315105560000978,0.6830309166784493,0.5179389500713943
896,Uranium Energy Corp,Roughrider Project,SK,Private,2024,2024,1,Announced & Planning,Announced & Planning,1,0,650.0,0.733,52.255289,-106.674981,Mining,Critical Mineral,Yes,MIN-CM,3,0.15556749637554437,0.3689394272208782,4.0,0.019089253661623617,0.10097619928997607,0.02524404982249402,0.009862901627884347,0.06453088022513938
938,Cedar LNG  (partnership between Pembina Pipeline Corporation and Haisla Nation) ,Cedar LNG,BC,Private,2017,2024,8,In Review,Announced & Planning,1,0,4600.0,0.946,53.925411,-128.727915,Energy,Oil & Gas - Downstream,No,EN-OG-D,4,0.008574925024211784,0.22825844439146817,0.25,0.011853660127980059,0.009886419065719094,0.039545676262876375,0.015856550531002527,0.012274471651832467
942,Watson Island LNG Corporation,Watson Island LNG,BC,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,270.0,0.558,,,Energy,Oil & Gas - Downstream,No,EN-OG-D,2,0.009881108909773997,0.25779991438238187,0.25,0.01337746972399756,0.011279653235463424,0.045118612941853695,0.01819210487877827,0.014044633892789362
943,"Tilbury Jetty Marine Partnership (Fortis, Seaspan, Shell)",Tilbury Marine Jetty,BC,Private,2017,2024,8,In Review,In Review,1,0,1100.0,0.822,49.1417976,-123.023505,Energy,Oil & Gas - Downstream,No,EN-OG-D,3,0.010695727514884843,0.22825844439146817,0.25,0.011853660127980059,0.01115890056012293,0.04463560224049172,0.01798968059001079,0.013891212572078074
956,Altalink,Chapel Rock to Pincher Creek Area Transmission Development,AB,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,500.0,0.678,49.739198,-114.300651,Energy,Trans & Distr,No,EN-T&D,2,0.8597144276703409,0.8331364330517316,0.25,0.04259039872153114,0.532864816090817,2.131459264363268,0.8925537314427368,0.676740382231585
957,Atrum Coal,Groundhog Project Anthracite Coal Mine,BC,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,600.0,0.714,56.70066,-128.762292,Mining,Coal,No,MIN-COAL,3,0.0033732084632678364,0.1027271167914559,0.25,0.005352204439095898,0.004164806853599061,0.016659227414396245,0.006265100243247988,0.005004924209458632
974,Enbridge/ Borealis Inc./ Kitselas First Nation,Lakelse Geothermal Power Plant,BC,Private,2017,2024,8,Announced & Planning,In Review,1,0,120.0,0.389,54.44564,-128.5403,Energy,Clean Electricity,Yes,EN-CLEL,1,0.1168257463906096,0.3438202677586979,0.25,0.017801205832257083,0.07721593016726858,0.3088637206690743,0.1287246783746484,0.09781942945022051
983,Red Willow Wind LP,Red Willow Wind Farm,BC,Private,2017,2024,8,In Review,In Review,1,0,480.0,0.671,54.808663,-120.375011,Energy,Clean Electricity,Yes,EN-CLEL,2,0.0965278997650245,0.30442166614707683,0.25,0.015777536125827107,0.06422775430934555,0.2569110172373822,0.106951891535653,0.08131740919986852
1023,Nukik Corp.,Kivalliq Hydro Fibre Link,Multi,Public,2017,2024,8,Announced & Planning,Announced & Planning,1,0,1600.0,0.873,58.765245,-94.167571,Energy,Clean Electricity,Yes,EN-CLEL,4,0.7274845999419646,0.9838047529420494,0.25,0.05009666683947622,0.4565294267009692,1.8261177068038768,0.7645885591477375,0.5797530796796765
1034,Fission Uranium Corp.,Patterson Lake South,SK,Private,2020,2024,5,Announced & Planning,In Review,1,0,1177.0,0.828,57.635749,-109.316745,Mining,Critical Mineral,Yes,MIN-CM,3,0.07020248352520715,0.3471579469828269,0.25,0.01797245108520118,0.04931047054920476,0.19724188219681904,0.08194523601456805,0.06236437673535007
1037,"Western LNG, Nisga'a Nation, Rockies LNG Partners",Ksi Lisims LNG,BC,Private,2021,2024,4,Announced & Planning,Announced & Planning,1,0,10000.0,0.976,54.901569,-130.072604,Energy,Oil & Gas - Downstream,No,EN-OG-D,4,0.02138310546857932,0.22825844439146817,1.0,0.011853660127980059,0.017571327332339615,0.017571327332339615,0.0066473509400833694,0.013201736775437116
1041,"Energie hydroelectrique Pessamit, Societe en commandite ",Centrale hydroelectrique des chutes du six milles ,QC,Public,2017,2024,8,In Review,In Review,1,0,51.0,0.23,48.7238889,-69.1583333,Energy,Clean Electricity,Yes,EN-CLEL,0,0.6789308493398031,0.7788205762350136,0.25,0.03986987115939855,0.4233064580676412,1.693225832270565,0.7088950867059689,0.5375419095229723
1042,BMC Minerals Ltd.,Kudz Ze Kayah,YK,Private,2018,2024,7,Announced & Planning,In Review,1,0,496.0,0.677,61.45805,-130.61,Mining,Other,No,MIN-OTH,2,0.6336130548606969,0.36674373984698877,0.25,0.01897673169434333,0.3877585255941554,1.5510341023766216,0.6493041507055091,0.49237677563869686
