Unique ID,company,project,province,group,sector,reporting_years,_cost_quintile_bayes,cost_percentile,cleantech,greenfield_flag,FOAK_flag,indigenous_flag_overlay,mpo_flag,overlay_mode,p_bayes,risk_score,risk_score_adj,p_cox_engine,blended_engine,t0_orig,t0_adj,delta_t,knot_before,knot_after,knot_changed,p_cox_cond_status,p_cox_cond_overlay,delta_p_cox_cond,blended_status,blended_overlay,delta_blended,years_remaining_status,years_remaining_overlay,priority_index_status,priority_index_overlay,delta_priority_index,EV_status,EV_overlay,delta_EV
209,HD Mining International Ltd.,Murray River Coal Project,BC,Coal,Mining,8,3,0.737,No,1,0,0,1,mpo_only,0.002827051130956987,0.006185417167790704,0.006185417167790704,0.00374356602974546,0.0032853085803512235,8.0,2.0,-6.0,4,2,1,0.0,0.00325622888824717,0.00325622888824717,0.0014135255654784936,0.0030416400096020786,0.001628114444123585,0.25,3.0,0.005654102261913974,0.001013880003200693,-0.004640222258713281,0.9442350777396337,2.0318155264141886,1.0875804486745548
238,Karnalyte Resources Inc,Wynyard Potash Project,SK,Precious Metal,Mining,8,3,0.774,No,1,0,0,1,mpo_only,0.14719826135825156,0.07493395805988781,0.07493395805988781,0.04442016799862469,0.09580921467843813,8.0,2.0,-6.0,4,2,1,0.0,0.03874189878287437,0.03874189878287437,0.07359913067912578,0.09297008007056297,0.019370949391437187,0.25,3.0,0.29439652271650313,0.030990026690187657,-0.2634064960263155,58.06971410583024,73.35339317567419,15.283679069843942
256,NorthWest Copper,Lorraine-Jayjay Copper Mine,BC,Base Metal,Mining,5,1,0.342,No,1,0,0,1,mpo_only,0.019731015784738647,0.00923899889175768,0.00923899889175768,0.005586498252827754,0.0126587570187832,5.0,2.0,-3.0,4,2,1,0.0,0.004859834101191951,0.004859834101191951,0.009865507892369323,0.012295424942965299,0.0024299170505959755,0.25,3.0,0.03946203156947729,0.004098474980988433,-0.03536355658848886,0.9865507892369323,1.2295424942965298,0.24299170505959755
283,Mount Hays Wind Farm Limited Partnership,Mount Hays Wind Farm,BC,Clean Electricity,Energy,8,1,0.402,Yes,1,0,0,1,mpo_only,0.0997489540319515,0.04402857148447161,0.04402857148447161,0.026343953615757254,0.06304645382385438,8.0,2.0,-6.0,4,2,1,0.0,0.022948643323436824,0.022948643323436824,0.04987447701597575,0.06134879867769416,0.011474321661718412,0.25,3.0,0.199497908063903,0.020449599559231386,-0.1790483085046716,6.234309626996969,7.66859983471177,1.4342902077148016
314,Ring of Fire Metals Pty Ltd.,Eagle's Nest (McFaulds Lake),ON,Critical Mineral,Mining,8,3,0.726,Yes,1,0,0,1,mpo_only,0.3691284748828937,0.11430604618559848,0.11430604618559848,0.06696319932620609,0.2180458371045499,8.0,2.0,-6.0,4,2,1,0.0,0.058492580911406966,0.058492580911406966,0.18456423744144684,0.21381052789715033,0.029246290455703483,0.25,3.0,0.7382569497657874,0.07127017596571678,-0.6669867738000705,112.4734462968177,130.2961357005234,17.822689403705695
329,Northcliff Resources (HDI Mining),Sisson Project,NB,Other,Mining,8,3,0.707,No,1,0,0,1,mpo_only,0.37938738510148756,0.02527259356747949,0.02527259356747949,0.015207475044725527,0.19729743007310654,8.0,2.0,-6.0,4,2,1,0.0,0.01323772234868481,0.01323772234868481,0.18969369255074378,0.1963125537250862,0.006618861174342405,0.25,3.0,0.7587747702029751,0.06543751790836207,-0.6933372522946131,109.83264798688064,113.6649686068249,3.832320619944255
341,Osum Oil Sands Corp.,Taiga,AB,Oil & Gas - Upstream,Energy,8,4,0.871,No,1,0,0,1,mpo_only,0.8121271970440334,0.3037009181815048,0.3037009181815048,0.16819076184995996,0.49015897944699666,8.0,2.0,-6.0,4,2,1,0.0,0.1479755821714056,0.1479755821714056,0.4060635985220167,0.4800513896077195,0.0739877910857028,0.25,3.0,1.6242543940880667,0.16001712986923983,-1.4642372642188268,637.5198496795662,753.6806816841196,116.16083200455341
344,Agnico Eagle Mines Limited,Hammond Reef,ON,Other,Mining,4,4,0.842,No,1,0,0,1,mpo_only,0.7171953489084919,0.0830357961674907,0.0830357961674907,0.049103068025697194,0.38314920846709455,4.0,2.0,-2.0,4,2,1,0.022887656682916813,0.042839693605184914,0.0199520369222681,0.37004150279570436,0.3800175212568384,0.00997601846113405,1.0,3.0,0.37004150279570436,0.1266725070856128,-0.24336899571009155,481.0539536344157,494.0227776338899,12.968823999474239
371,Metaux Torngat ltee,Strange Lake / B-Zone,QC,Other,Mining,8,4,0.881,No,1,0,0,1,mpo_only,0.030723743664143086,0.025448210080337975,0.025448210080337975,0.015312336926695203,0.023018040295419144,8.0,2.0,-6.0,4,2,1,0.0,0.01332909405849969,0.01332909405849969,0.015361871832071543,0.022026418861321388,0.006664547029249845,0.25,3.0,0.06144748732828617,0.007342139620440463,-0.05410534770784571,25.055212958108687,35.92508916281518,10.869876204706497
376,Magneto Investments Limited Partnership,Dumont,QC,Critical Mineral,Mining,8,4,0.854,Yes,1,0,0,1,mpo_only,0.014565243979719299,0.0320035653768635,0.0320035653768635,0.019218609605202053,0.016891926792460675,8.0,2.0,-6.0,4,2,1,0.0,0.016733741547455105,0.016733741547455105,0.0072826219898596495,0.0156494927635872,0.008366870773727553,0.25,3.0,0.029130487959438598,0.005216497587862401,-0.023913990371576196,10.057300967996175,21.611949506513923,11.554648538517748
